Date,10 Year Treasury Yield,3 Month Treasury Yield,3 Month Treasury Yield (Bond Equivalent Basis),Spread,Rec_prob,NBER_Rec
1959-01-31,4.02,2.82,2.879694086009773,1.1403059139902267,,0.0
1959-02-28,3.96,2.7,2.7563118282276537,1.2036881717723462,,0.0
1959-03-31,3.99,2.8,2.8591251412777097,1.1308748587222905,,0.0
1959-04-30,4.12,2.95,3.013443301508051,1.106556698491949,,0.0
1959-05-31,4.31,2.84,2.900265125528936,1.4097348744710638,,0.0
1959-06-30,4.34,3.21,3.281207598656768,1.058792401343232,,0.0
1959-07-31,4.4,3.2,3.2709024106102693,1.129097589389731,,0.0
1959-08-31,4.43,3.38,3.4564761929843932,0.9735238070156065,,0.0
1959-09-30,4.68,4.04,4.138373096814244,0.5416269031857555,,0.0
1959-10-31,4.53,4.05,4.148722547075687,0.38127745292431303,,0.0
1959-11-30,4.53,4.15,4.252246131992977,0.2777538680070233,,0.0
1959-12-31,4.69,4.49,4.604622295098733,0.08537770490126739,,0.0
1960-01-31,4.72,4.35,4.459452058257253,0.26054794174274676,0.10471875414617808,0.0
1960-02-28,4.49,3.96,4.055596521176982,0.4344034788230182,0.09761965395539676,0.0
1960-03-31,4.25,3.31,3.3842883750401627,0.8657116249598373,0.10580624414779871,0.0
1960-04-30,4.28,3.23,3.3018195505694132,0.978180449430587,0.10864796534215934,0.0
1960-05-31,4.35,3.29,3.363668015756593,0.9863319842434066,0.07698293982699173,1.0
1960-06-30,4.15,2.46,2.5097732734722076,1.6402267265277928,0.11438843104862761,1.0
1960-07-31,3.9,2.3,2.3455813940492924,1.5544186059507075,0.10601209099164731,1.0
1960-08-31,3.8,2.3,2.3455813940492924,1.4544186059507074,0.12516657396515543,1.0
1960-09-30,3.8,2.48,2.530306655723994,1.2696933442760057,0.19047429330965582,1.0
1960-10-31,3.89,2.3,2.3455813940492924,1.5444186059507077,0.21927365735358317,1.0
1960-11-30,3.93,2.37,2.4173989005802263,1.5126010994197738,0.23912556530130025,1.0
1960-12-31,3.84,2.25,2.294298824564712,1.5457011754352878,0.2784863186390828,1.0
1961-01-31,3.84,2.24,2.2840438750972174,1.5559561249027825,0.24251766964713556,1.0
1961-02-28,3.78,2.42,2.4687127757632945,1.3112872242367053,0.20946545419964918,1.0
1961-03-31,3.74,2.39,2.4379228846718686,1.3020771153281316,0.13978285346200475,0.0
1961-04-30,3.78,2.29,2.335323837066843,1.4446761629331566,0.12456025292687323,0.0
1961-05-31,3.71,2.29,2.335323837066843,1.3746761629331568,0.12350382646048627,0.0
1961-06-30,3.88,2.33,2.376357194889791,1.5036428051102089,0.058025906399498006,0.0
