,,,,  Consumer,,,,,Real,,Real,Earnings,,Earnings,,,Monthly,Real,,,,,,,
,S&P,,,Price,,Long,,,Total,,TR,Ratio,,Ratio,,Excess,Total,Total,10 Year,10 Year,Real 10 Year,,,,
,Comp.,Dividend,Earnings,Index,Date  ,Interest,Real,Real,Return,Real,Scaled,P/E10 or,,TR P/E10 or,,CAPE,Bond,Bond,Annualized Stock,Annualized Bonds ,Excess Annualized ,,,,
Date,P,D,E,CPI,Fraction,Rate GS10,Price,Dividend,Price,Earnings,Earnings,CAPE,,TR CAPE,,Yield,Returns,Returns,Real Return,Real Return,Returns,,,,
2000.02,1388.87,16.74,50.02,169.80,2000.12,6.52,2233.01,26.91,"950,675.76",80.43,"34,240.76",42.19,,45.81,,-1.28%,1.02,28.30,-3.02%,4.16%,-7.18%,,,,
2000.03,1442.21,16.76,50.95,171.20,2000.21,6.26,2299.81,26.73,"980,062.17",81.25,"34,623.37",43.22,,46.88,,-1.05%,1.03,28.76,-2.79%,3.95%,-6.75%,,,,
2000.04,1461.36,16.74,51.27,171.30,2000.29,5.99,2328.99,26.68,"993,443.36",81.71,"34,855.99",43.53,,47.16,,-0.81%,0.97,29.47,-2.55%,3.61%,-6.16%,,,,
2000.05,1418.48,16.72,51.60,171.50,2000.37,6.44,2258.01,26.62,"964,114.78",82.13,"35,069.31",41.97,,45.41,,-1.18%,1.03,28.62,-2.86%,4.31%,-7.17%,,,,
2000.06,1461.96,16.70,51.92,172.40,2000.46,6.10,2315.08,26.45,"989,420.93",82.22,"35,138.26",42.78,,46.25,,-0.89%,1.01,29.34,-3.45%,4.28%,-7.73%,,,,
2000.07,1473.00,16.58,52.51,172.80,2000.54,6.05,2327.16,26.20,"995,518.03",82.96,"35,490.81",42.76,,46.17,,-0.86%,1.02,29.53,-3.53%,4.41%,-7.93%,,,,
2000.08,1485.46,16.47,53.11,172.80,2000.62,5.83,2346.85,26.02,"1,004,866.45",83.90,"35,924.97",42.87,,46.24,,-0.74%,1.01,30.16,-3.55%,4.47%,-8.02%,,,,
2000.09,1468.05,16.35,53.70,173.70,2000.71,5.80,2307.32,25.70,"988,860.51",84.40,"36,171.66",41.90,,45.15,,-0.68%,1.01,30.22,-3.08%,4.52%,-7.59%,,,,
2000.1,1390.14,16.32,52.47,174.00,2000.79,5.74,2181.11,25.61,"935,681.52",82.32,"35,314.49",39.37,,42.38,,-0.52%,1.01,30.45,-2.11%,4.55%,-6.66%,,,,
2000.11,1378.04,16.30,51.23,174.10,2000.87,5.72,2160.88,25.55,"927,918.00",80.34,"34,498.51",38.78,,41.71,,-0.47%,1.04,30.63,-1.80%,4.30%,-6.10%,,,,
2000.12,1330.93,16.27,50.00,174.00,2000.96,5.24,2088.21,25.53,"897,624.52",78.45,"33,721.70",37.27,,40.06,,0.10%,1.01,31.93,-1.13%,3.40%,-4.53%,,,,
2001.01,1335.63,16.17,48.48,175.10,2001.04,5.16,2082.42,25.21,"896,038.55",75.59,"32,523.94",36.98,,39.71,,0.21%,1.01,32.06,-0.82%,3.25%,-4.07%,,,,
2001.02,1305.75,16.07,46.96,175.80,2001.12,5.10,2027.72,24.96,"873,399.67",72.93,"31,410.95",35.83,,38.46,,0.38%,1.02,32.22,-0.30%,3.02%,-3.32%,,,,
2001.03,1185.85,15.97,45.44,176.20,2001.21,4.89,1837.35,24.74,"792,287.55",70.40,"30,359.27",32.33,,34.68,,0.90%,0.98,32.81,0.46%,2.90%,-2.44%,,,,
2001.04,1189.84,15.88,42.56,176.90,2001.29,5.14,1836.23,24.50,"792,688.14",65.68,"28,351.85",32.17,,34.50,,0.69%,0.99,32.18,0.61%,3.02%,-2.41%,,,,
2001.05,1270.37,15.78,39.67,177.70,2001.37,5.39,1951.69,24.25,"843,400.48",60.95,"26,339.18",34.07,,36.52,,0.29%,1.01,31.56,0.01%,3.46%,-3.45%,,,,
2001.06,1238.71,15.69,36.79,178.00,2001.46,5.28,1899.84,24.06,"821,861.91",56.43,"24,409.51",33.07,,35.43,,0.47%,1.01,31.92,-0.09%,3.53%,-3.62%,,,,
2001.07,1204.45,15.71,33.96,177.50,2001.54,5.24,1852.50,24.16,"802,252.96",52.24,"22,622.10",32.16,,34.45,,0.55%,1.03,32.24,0.45%,3.44%,-2.99%,,,,
2001.08,1178.50,15.72,31.14,177.50,2001.62,4.97,1812.59,24.18,"785,841.08",47.89,"20,762.39",31.40,,33.63,,0.87%,1.02,33.07,-0.47%,3.80%,-4.27%,,,,
2001.09,1044.64,15.74,28.31,178.30,2001.71,4.73,1599.49,24.10,"694,326.54",43.35,"18,816.42",27.67,,29.63,,1.54%,1.02,33.68,0.67%,3.91%,-3.23%,,,,
2001.1,1076.59,15.74,27.10,177.70,2001.79,4.57,1653.98,24.18,"718,853.14",41.64,"18,097.25",28.58,,30.61,,1.53%,1.00,34.36,0.64%,3.58%,-2.94%,,,,
2001.11,1129.68,15.74,25.90,177.40,2001.87,4.65,1738.48,24.22,"756,454.92",39.85,"17,340.89",30.01,,32.14,,1.24%,0.97,34.33,0.32%,3.74%,-3.43%,,,,
2001.12,1144.93,15.74,24.69,176.70,2001.96,5.09,1768.93,24.32,"770,585.57",38.15,"16,617.40",30.50,,32.68,,0.70%,1.01,33.42,0.31%,4.09%,-3.78%,,,,
2002.01,1140.21,15.74,24.69,177.10,2002.04,5.04,1757.66,24.26,"766,556.16",38.07,"16,601.18",30.28,,32.45,,0.78%,1.01,33.61,0.79%,4.01%,-3.23%,,,,
2002.02,1100.67,15.73,24.70,177.80,2002.12,4.91,1690.02,24.16,"737,938.36",37.92,"16,557.75",29.09,,31.18,,1.05%,0.98,33.96,1.54%,3.88%,-2.34%,,,,
2002.03,1153.79,15.73,24.70,178.80,2002.21,5.28,1761.68,24.02,"770,099.95",37.71,"16,486.08",30.29,,32.48,,0.55%,1.01,32.95,1.32%,3.95%,-2.62%,,,,
2002.04,1111.93,15.83,25.38,179.80,2002.29,5.21,1688.32,24.04,"738,908.46",38.54,"16,865.72",29.01,,31.10,,0.81%,1.01,33.09,1.71%,4.00%,-2.29%,,,,
2002.05,1079.25,15.94,26.06,179.80,2002.37,5.16,1638.70,24.20,"718,074.22",39.57,"17,338.91",28.13,,30.17,,0.95%,1.02,33.36,1.69%,4.18%,-2.49%,,,,
2002.06,1014.02,16.04,26.74,179.90,2002.46,4.93,1538.80,24.34,"675,187.55",40.58,"17,804.89",26.39,,28.32,,1.38%,1.03,34.08,2.22%,4.16%,-1.94%,,,,
2002.07,903.59,15.96,27.84,180.10,2002.54,4.65,1369.70,24.19,"601,873.94",42.20,"18,544.00",23.46,,25.19,,2.13%,1.04,34.94,3.71%,4.01%,-0.30%,,,,
2002.08,912.55,15.88,28.94,180.70,2002.62,4.26,1378.69,23.99,"606,702.37",43.72,"19,240.55",23.59,,25.34,,2.50%,1.04,36.06,3.92%,3.50%,0.42%,,,,
2002.09,867.81,15.80,30.04,181.00,2002.71,3.87,1308.92,23.83,"576,874.94",45.31,"19,969.03",22.37,,24.03,,3.11%,1.00,37.28,4.71%,3.09%,1.62%,,,,
2002.1,854.63,15.89,29.22,181.30,2002.79,3.94,1286.91,23.93,"568,052.28",44.00,"19,424.06",21.96,,23.61,,3.10%,0.99,37.12,4.85%,3.12%,1.73%,,,,
2002.11,909.93,15.98,28.41,181.30,2002.87,4.05,1370.18,24.06,"605,694.00",42.77,"18,908.87",23.35,,25.11,,2.71%,1.01,36.91,3.93%,3.34%,0.59%,,,,
2002.12,899.18,16.07,27.59,180.90,2002.96,4.03,1356.99,24.25,"600,755.13",41.64,"18,433.28",23.10,,24.86,,2.76%,1.00,37.18,4.27%,3.24%,1.03%,,,,
2003.01,895.84,16.12,28.50,181.70,2003.04,4.05,1345.99,24.22,"596,781.96",42.82,"18,985.85",22.90,,24.65,,2.77%,1.02,37.08,4.74%,3.07%,1.67%,,,,
2003.02,837.03,16.17,29.41,183.10,2003.12,3.90,1248.02,24.11,"554,231.79",43.85,"19,473.56",21.21,,22.85,,3.31%,1.01,37.37,5.68%,2.86%,2.82%,,,,
2003.03,846.63,16.22,30.32,184.20,2003.21,3.81,1254.79,24.04,"558,130.29",44.94,"19,988.08",21.31,,22.97,,3.40%,0.99,37.55,5.86%,2.82%,3.04%,,,,
2003.04,890.03,16.20,31.73,183.80,2003.29,3.96,1321.99,24.07,"588,910.20",47.13,"20,994.93",22.43,,24.19,,2.97%,1.04,37.29,5.46%,3.10%,2.35%,,,,
2003.05,935.96,16.19,33.14,183.50,2003.37,3.57,1392.48,24.08,"621,207.38",49.30,"21,995.40",23.59,,25.45,,3.11%,1.02,38.69,5.35%,2.56%,2.79%,,,,
2003.06,988.00,16.17,34.55,183.70,2003.46,3.33,1468.30,24.03,"655,926.37",51.35,"22,937.51",24.83,,26.80,,3.13%,0.95,39.54,4.63%,1.99%,2.64%,,,,
2003.07,992.54,16.31,35.89,183.90,2003.54,3.98,1473.44,24.21,"659,125.17",53.28,"23,836.02",24.87,,26.84,,2.49%,0.97,37.51,4.92%,2.29%,2.62%,,,,
2003.08,989.53,16.45,37.24,184.60,2003.62,4.45,1463.41,24.33,"655,541.37",55.07,"24,668.45",24.64,,26.61,,2.07%,1.02,36.08,4.99%,2.56%,2.43%,,,,
2003.09,1019.44,16.59,38.58,185.20,2003.71,4.27,1502.75,24.46,"674,081.01",56.87,"25,510.13",25.24,,27.26,,2.16%,1.00,36.62,4.81%,2.35%,2.45%,,,,
2003.1,1038.73,16.86,41.97,185.00,2003.79,4.29,1532.85,24.88,"688,508.44",61.93,"27,817.05",25.68,,27.74,,2.02%,1.00,36.73,4.83%,2.54%,2.29%,,,,
2003.11,1049.90,17.12,45.35,184.50,2003.87,4.30,1553.53,25.34,"698,746.66",67.11,"30,184.29",25.95,,28.03,,1.94%,1.01,36.93,5.10%,2.44%,2.66%,,,,
2003.12,1080.64,17.39,48.74,184.30,2003.96,4.27,1600.75,25.76,"720,951.24",72.20,"32,516.99",26.64,,28.78,,1.86%,1.01,37.20,4.93%,2.23%,2.69%,,,,
2004.01,1132.52,17.60,49.83,185.20,2004.04,4.15,1669.45,25.94,"752,865.09",73.45,"33,123.26",27.66,,29.88,,1.86%,1.01,37.51,4.53%,2.17%,2.37%,,,,
2004.02,1143.36,17.81,50.91,186.20,2004.12,4.08,1676.37,26.11,"756,970.51",74.65,"33,707.57",27.65,,29.87,,1.95%,1.02,37.65,4.43%,2.25%,2.18%,,,,
2004.03,1123.98,18.02,52.00,187.40,2004.21,3.83,1637.41,26.25,"740,362.61",75.75,"34,252.26",26.89,,29.04,,2.33%,0.96,38.30,4.87%,2.02%,2.85%,,,,
2004.04,1133.36,18.21,53.38,188.00,2004.29,4.35,1645.80,26.45,"745,155.18",77.52,"35,098.17",26.90,,29.06,,1.83%,0.97,36.71,4.79%,2.45%,2.34%,,,,
2004.05,1102.78,18.41,54.77,189.10,2004.37,4.72,1592.08,26.57,"721,834.61",79.07,"35,848.02",25.90,,27.98,,1.66%,1.00,35.56,5.25%,2.90%,2.35%,,,,
2004.06,1132.76,18.60,56.15,189.70,2004.46,4.73,1630.19,26.77,"740,124.49",80.81,"36,687.37",26.40,,28.52,,1.57%,1.02,35.56,5.30%,2.87%,2.43%,,,,
2004.07,1105.85,18.79,56.69,189.40,2004.54,4.50,1593.98,27.08,"724,710.99",81.71,"37,151.39",25.70,,27.76,,1.86%,1.02,36.41,5.68%,2.71%,2.97%,,,,
2004.08,1088.94,18.97,57.23,189.50,2004.62,4.28,1568.78,27.33,"714,288.18",82.45,"37,539.91",25.17,,27.19,,2.13%,1.02,37.17,5.81%,2.64%,3.17%,,,,
2004.09,1117.66,19.16,57.77,189.90,2004.71,4.13,1606.76,27.54,"732,627.90",83.05,"37,868.33",25.67,,27.73,,2.19%,1.01,37.68,5.72%,2.41%,3.30%,,,,
2004.1,1117.21,19.25,58.03,190.90,2004.79,4.10,1597.70,27.53,"729,542.91",82.99,"37,893.84",25.41,,27.45,,2.31%,1.00,37.70,5.50%,2.66%,2.84%,,,,
2004.11,1168.94,19.35,58.29,191.00,2004.87,4.19,1670.81,27.65,"763,975.42",83.32,"38,096.16",26.47,,28.58,,2.05%,1.00,37.54,5.66%,2.76%,2.90%,,,,
2004.12,1199.21,19.44,58.55,190.30,2004.96,4.23,1720.38,27.89,"787,704.40",84.00,"38,458.73",27.14,,29.31,,1.88%,1.00,37.68,5.46%,2.90%,2.56%,,,,
2005.01,1181.41,19.70,59.11,190.70,2005.04,4.22,1691.29,28.21,"775,460.96",84.62,"38,796.79",26.59,,28.71,,1.95%,1.01,37.77,5.56%,3.25%,2.31%,,,,
2005.02,1199.63,19.97,59.66,191.80,2005.12,4.17,1707.52,28.42,"783,990.24",84.92,"38,991.58",26.74,,28.87,,2.00%,0.98,37.83,5.70%,3.11%,2.59%,,,,
2005.03,1194.90,20.23,60.22,193.30,2005.21,4.50,1687.59,28.57,"775,932.50",85.05,"39,105.08",26.34,,28.43,,1.77%,1.02,36.68,5.75%,3.33%,2.42%,,,,
2005.04,1164.43,20.46,61.23,194.60,2005.29,4.34,1633.57,28.71,"752,194.81",85.90,"39,555.32",25.41,,27.43,,2.10%,1.02,37.04,6.15%,3.32%,2.83%,,,,
2005.05,1178.28,20.70,62.25,194.40,2005.37,4.14,1654.70,29.07,"763,039.94",87.42,"40,310.19",25.65,,27.69,,2.24%,1.01,37.82,6.05%,2.83%,3.22%,,,,
2005.06,1202.25,20.93,63.26,194.50,2005.46,4.00,1687.50,29.38,"779,291.25",88.79,"41,004.75",26.07,,28.14,,2.30%,0.99,38.36,5.74%,2.52%,3.22%,,,,
2005.07,1222.24,21.11,64.33,195.40,2005.54,4.18,1707.65,29.49,"789,734.63",89.88,"41,566.00",26.29,,28.37,,2.13%,1.00,37.75,5.59%,2.74%,2.85%,,,,
2005.08,1224.27,21.29,65.40,196.40,2005.62,4.26,1701.78,29.59,"788,159.08",90.91,"42,103.13",26.10,,28.17,,2.11%,1.01,37.45,5.37%,2.99%,2.38%,,,,
2005.09,1225.92,21.47,66.47,198.80,2005.71,4.20,1683.50,29.48,"780,831.41",91.28,"42,337.07",25.73,,27.76,,2.33%,0.98,37.31,5.00%,3.06%,1.93%,,,,
2005.1,1191.96,21.72,67.59,199.20,2005.79,4.46,1633.58,29.77,"758,827.13",92.63,"43,029.23",24.88,,26.84,,2.19%,1.00,36.59,5.75%,3.38%,2.37%,,,,
2005.11,1237.37,21.97,68.71,197.60,2005.87,4.54,1709.54,30.35,"795,289.52",94.93,"44,161.68",25.93,,27.98,,1.87%,1.01,36.79,5.58%,3.19%,2.39%,,,,
2005.12,1262.07,22.22,69.83,196.80,2005.96,4.47,1750.76,30.82,"815,657.22",96.87,"45,130.10",26.44,,28.53,,1.83%,1.01,37.28,5.23%,3.12%,2.11%,,,,
2006.01,1278.73,22.41,70.78,198.30,2006.04,4.42,1760.45,30.85,"821,370.64",97.44,"45,462.20",26.47,,28.55,,1.89%,0.99,37.29,4.45%,3.26%,1.18%,,,,
2006.02,1276.65,22.59,71.72,198.70,2006.12,4.57,1754.05,31.04,"819,590.73",98.54,"46,045.34",26.25,,28.31,,1.76%,0.99,36.91,4.40%,3.67%,0.74%,,,,
2006.03,1293.74,22.78,72.67,199.80,2006.21,4.72,1767.74,31.13,"827,201.58",99.29,"46,464.31",26.33,,28.40,,1.60%,0.98,36.41,4.91%,3.67%,1.23%,,,,
2006.04,1302.17,23.00,73.28,201.50,2006.29,4.99,1764.25,31.16,"826,782.43",99.28,"46,525.31",26.15,,28.20,,1.41%,0.99,35.48,5.16%,3.98%,1.17%,,,,
2006.05,1290.01,23.22,73.88,202.50,2006.37,5.11,1739.14,31.30,"816,239.49",99.61,"46,748.86",25.65,,27.66,,1.39%,1.00,35.12,5.22%,4.06%,1.15%,,,,
2006.06,1253.17,23.44,74.49,202.90,2006.46,5.11,1686.15,31.54,"792,599.71",100.23,"47,113.12",24.75,,26.69,,1.55%,1.01,35.20,5.60%,4.18%,1.42%,,,,
2006.07,1260.24,23.66,75.85,203.50,2006.54,5.09,1690.66,31.74,"795,964.58",101.76,"47,906.68",24.70,,26.63,,1.59%,1.02,35.30,5.92%,4.32%,1.60%,,,,
2006.08,1287.15,23.88,77.21,203.90,2006.62,4.88,1723.37,31.97,"812,620.46",103.38,"48,745.23",25.05,,27.02,,1.74%,1.02,35.96,5.82%,4.07%,1.75%,,,,
2006.09,1317.74,24.10,78.57,202.90,2006.71,4.72,1773.03,32.43,"837,307.33",105.72,"49,924.29",25.64,,27.66,,1.73%,1.00,36.75,5.43%,3.77%,1.66%,,,,
2006.1,1363.38,24.36,79.55,201.80,2006.79,4.73,1844.43,32.96,"872,326.63",107.62,"50,898.20",26.54,,28.62,,1.50%,1.01,37.06,4.93%,3.56%,1.38%,,,,
2006.11,1388.64,24.62,80.53,201.50,2006.87,4.60,1881.40,33.36,"891,126.12",109.11,"51,678.18",26.93,,29.03,,1.54%,1.01,37.65,4.85%,3.07%,1.78%,,,,
2006.12,1416.42,24.88,81.51,201.80,2006.96,4.56,1916.19,33.66,"908,930.53",110.27,"52,305.76",27.28,,29.41,,1.54%,0.99,37.86,5.04%,2.71%,2.34%,,,,
2007.01,1424.16,25.08,82.06,202.42,2007.04,4.76,1920.80,33.83,"912,453.43",110.67,"52,573.37",27.21,,29.33,,1.35%,1.01,37.29,5.09%,2.88%,2.22%,,,,
2007.02,1444.80,25.29,82.60,203.50,2007.12,4.72,1938.26,33.92,"922,093.94",110.82,"52,718.74",27.32,,29.44,,1.40%,1.02,37.35,5.22%,2.86%,2.36%,,,,
2007.03,1406.95,25.49,83.15,205.35,2007.21,4.56,1870.45,33.89,"891,178.35",110.54,"52,668.17",26.23,,28.26,,1.78%,0.99,37.63,5.75%,2.74%,3.01%,,,,
2007.04,1463.64,25.72,83.74,206.69,2007.29,4.69,1933.26,33.97,"922,451.49",110.61,"52,776.70",26.98,,29.07,,1.60%,1.00,37.15,5.34%,3.03%,2.31%,,,,
2007.05,1511.14,25.94,84.33,207.95,2007.37,4.75,1983.88,34.06,"947,957.97",110.71,"52,901.32",27.55,,29.68,,1.53%,0.98,36.89,5.22%,3.11%,2.11%,,,,
2007.06,1514.19,26.17,84.92,208.35,2007.46,5.10,1984.04,34.29,"949,399.43",111.27,"53,244.97",27.42,,29.53,,1.20%,1.01,35.97,5.38%,3.48%,1.90%,,,,
2007.07,1520.71,26.44,82.81,208.30,2007.54,5.00,1993.09,34.65,"955,111.93",108.54,"52,012.55",27.41,,29.52,,1.29%,1.03,36.41,5.43%,3.26%,2.17%,,,,
2007.08,1454.62,26.71,80.71,207.92,2007.62,4.67,1909.97,35.07,"916,681.89",105.97,"50,860.25",26.15,,28.16,,1.76%,1.02,37.58,5.86%,3.02%,2.83%,,,,
2007.09,1497.12,26.98,78.60,208.49,2007.71,4.52,1960.37,35.33,"942,284.83",102.92,"49,470.71",26.73,,28.78,,1.83%,1.00,38.07,5.68%,2.86%,2.82%,,,,
2007.1,1539.66,27.23,74.46,208.94,2007.79,4.53,2011.77,35.58,"968,416.02",97.29,"46,833.88",27.32,,29.42,,1.73%,1.03,38.10,5.69%,2.73%,2.95%,,,,
2007.11,1463.39,27.48,70.32,210.18,2007.87,4.15,1900.83,35.69,"916,440.74",91.34,"44,037.55",25.73,,27.71,,2.41%,1.01,39.19,6.44%,2.48%,3.96%,,,,
2007.12,1479.22,27.73,66.18,210.04,2007.96,4.10,1922.68,36.04,"928,424.19",86.02,"41,537.51",25.96,,27.96,,2.43%,1.03,39.51,6.61%,2.37%,4.24%,,,,
2008.01,1378.76,27.92,64.25,211.08,2008.04,3.74,1783.24,36.11,"862,544.01",83.10,"40,194.42",24.02,,25.89,,3.13%,1.00,40.62,7.85%,1.89%,5.96%,,,,
2008.02,1354.87,28.11,62.32,211.69,2008.12,3.74,1747.26,36.25,"846,605.39",80.37,"38,941.34",23.50,,25.33,,3.23%,1.02,40.63,7.69%,1.62%,6.07%,,,,
2008.03,1316.94,28.30,60.39,213.53,2008.21,3.51,1683.75,36.18,"817,293.57",77.21,"37,478.06",22.61,,24.38,,3.70%,0.99,41.18,8.05%,1.50%,6.55%,,,,
2008.04,1370.47,28.44,57.38,214.82,2008.29,3.68,1741.63,36.14,"846,849.01",72.92,"35,458.65",23.36,,25.20,,3.43%,0.99,40.48,7.44%,1.63%,5.81%,,,,
2008.05,1403.22,28.57,54.38,216.63,2008.37,3.88,1768.36,36.01,"861,304.49",68.53,"33,376.71",23.70,,25.58,,3.24%,0.99,39.60,7.42%,1.74%,5.68%,,,,
2008.06,1341.25,28.71,51.37,218.82,2008.46,4.10,1673.40,35.82,"816,507.53",64.09,"31,272.31",22.42,,24.22,,3.35%,1.01,38.63,8.21%,2.06%,6.14%,,,,
2008.07,1257.33,28.76,49.56,219.96,2008.54,4.01,1560.50,35.69,"762,872.87",61.51,"30,072.08",20.91,,22.60,,3.80%,1.01,38.84,9.12%,2.05%,7.07%,,,,
2008.08,1281.47,28.80,47.76,219.09,2008.62,3.89,1596.84,35.89,"782,097.72",59.51,"29,146.51",21.40,,23.16,,3.76%,1.02,39.51,9.10%,1.89%,7.21%,,,,
2008.09,1216.95,28.85,45.95,218.78,2008.71,3.69,1518.54,36.00,"745,218.27",57.34,"28,138.20",20.36,,22.05,,4.17%,0.99,40.35,9.80%,1.60%,8.21%,,,,
2008.1,968.80,28.70,35.59,216.57,2008.79,3.81,1221.23,36.17,"600,792.97",44.87,"22,072.90",16.39,,17.77,,5.11%,1.03,40.49,11.73%,1.44%,10.29%,,,,
2008.11,883.04,28.54,25.24,212.43,2008.87,3.53,1134.86,36.68,"559,806.64",32.43,"15,998.88",15.26,,16.58,,5.64%,1.10,42.37,12.33%,1.07%,11.26%,,,,
2008.12,877.56,28.39,14.88,210.23,2008.96,2.42,1139.60,36.87,"563,662.06",19.32,"9,557.51",15.38,,16.73,,6.60%,0.99,47.13,11.65%,0.30%,11.35%,,,,
2009.01,865.58,28.01,12.21,211.14,2009.04,2.52,1119.17,36.22,"555,050.85",15.78,"7,827.49",15.17,,16.55,,6.61%,0.97,46.61,11.99%,0.52%,11.47%,,,,
2009.02,805.23,27.64,9.53,212.19,2009.12,2.87,1035.99,35.56,"515,266.02",12.27,"6,100.37",14.12,,15.43,,6.79%,1.01,45.08,13.42%,0.86%,12.55%,,,,
2009.03,757.13,27.26,6.86,212.71,2009.21,2.82,971.74,34.99,"484,761.69",8.80,"4,392.20",13.32,,14.59,,7.26%,0.99,45.27,14.27%,0.88%,13.39%,,,,
2009.04,848.15,26.70,7.08,213.24,2009.29,2.93,1085.85,34.19,"543,107.31",9.06,"4,531.50",14.98,,16.44,,6.27%,0.97,44.83,13.33%,0.98%,12.35%,,,,
2009.05,902.41,26.15,7.29,213.86,2009.37,3.29,1151.99,33.38,"577,579.10",9.31,"4,668.03",16.00,,17.59,,5.51%,0.97,43.45,12.44%,1.42%,11.02%,,,,
2009.06,926.12,25.59,7.51,215.69,2009.46,3.72,1172.19,32.39,"589,059.39",9.51,"4,776.74",16.38,,18.04,,5.02%,1.02,41.67,12.37%,2.17%,10.21%,,,,
2009.07,935.82,25.03,9.19,215.35,2009.54,3.56,1186.35,31.73,"597,503.00",11.65,"5,865.51",16.69,,18.41,,5.02%,1.00,42.42,12.62%,2.38%,10.24%,,,,
2009.08,1009.73,24.46,10.86,215.83,2009.62,3.59,1277.18,30.94,"644,549.09",13.74,"6,934.48",18.09,,19.98,,4.53%,1.02,42.35,11.41%,2.41%,9.00%,,,,
2009.09,1044.55,23.90,12.54,215.97,2009.71,3.40,1320.40,30.21,"667,629.79",15.85,"8,015.01",18.83,,20.82,,4.46%,1.00,43.12,11.35%,2.17%,9.19%,,,,
2009.1,1067.66,23.40,25.35,216.18,2009.79,3.39,1348.31,29.56,"682,989.42",32.01,"16,216.57",19.36,,21.42,,4.32%,1.00,43.24,11.07%,2.12%,8.95%,,,,
2009.11,1088.07,22.91,38.16,216.33,2009.87,3.40,1373.12,28.91,"696,773.82",48.16,"24,436.74",19.81,,21.94,,4.19%,0.99,43.29,11.34%,2.03%,9.31%,,,,
2009.12,1110.38,22.41,50.97,215.95,2009.96,3.59,1403.74,28.33,"713,513.14",64.44,"32,752.54",20.32,,22.51,,3.85%,0.99,42.81,11.36%,2.13%,9.23%,,,,
2010.01,1123.58,22.24,54.29,216.69,2010.04,3.73,1415.59,28.02,"720,723.13",68.40,"34,824.45",20.53,,22.74,,3.67%,1.01,42.29,11.57%,2.32%,9.25%,,,,
2010.02,1089.16,22.07,57.61,216.74,2010.12,3.69,1371.89,27.80,"699,649.72",72.56,"37,007.25",19.92,,22.07,,3.80%,1.00,42.55,11.88%,2.49%,9.40%,,,,
2010.03,1152.05,21.90,60.93,217.63,2010.21,3.73,1445.17,27.47,"738,189.83",76.43,"39,041.63",21.00,,23.27,,3.46%,0.99,42.37,9.00%,3.16%,5.84%,,,,
2010.04,1197.32,21.95,62.99,218.01,2010.29,3.85,1499.35,27.48,"767,036.76",78.88,"40,351.02",21.80,,24.15,,3.18%,1.04,42.01,9.12%,3.53%,5.58%,,,,
2010.05,1125.06,21.99,65.04,218.18,2010.37,3.42,1407.77,27.52,"721,359.91",81.39,"41,704.13",20.48,,22.68,,3.90%,1.02,43.63,10.42%,3.14%,7.28%,,,,
2010.06,1083.36,22.04,67.10,217.97,2010.46,3.20,1356.92,27.61,"696,480.50",84.04,"43,137.87",19.74,,21.86,,4.24%,1.02,44.61,11.45%,2.80%,8.65%,,,,
2010.07,1079.80,22.14,68.69,218.01,2010.54,3.01,1352.17,27.73,"695,231.40",86.01,"44,224.05",19.67,,21.77,,4.43%,1.03,45.45,11.79%,2.67%,9.12%,,,,
2010.08,1087.28,22.25,70.27,218.31,2010.62,2.70,1359.66,27.82,"700,274.20",87.88,"45,260.28",19.77,,21.88,,4.72%,1.01,46.72,12.32%,2.33%,9.99%,,,,
2010.09,1122.08,22.35,71.86,218.44,2010.71,2.65,1402.36,27.93,"723,466.21",89.81,"46,332.06",20.38,,22.55,,4.57%,1.01,47.00,11.86%,2.23%,9.63%,,,,
2010.1,1171.58,22.48,73.69,218.71,2010.79,2.54,1462.41,28.06,"755,648.29",91.98,"47,528.74",21.24,,23.49,,4.48%,0.98,47.50,11.56%,2.02%,9.55%,,,,
2010.11,1198.89,22.60,75.52,218.80,2010.87,2.76,1495.87,28.20,"774,152.00",94.23,"48,765.07",21.70,,23.99,,4.16%,0.96,46.67,11.73%,2.13%,9.60%,,,,
2010.12,1241.53,22.73,77.35,219.18,2010.96,3.29,1546.41,28.31,"801,531.40",96.34,"49,937.14",22.40,,24.75,,3.51%,0.99,44.61,11.80%,2.53%,9.27%,,,,
2011.01,1282.62,22.96,78.67,220.22,2011.04,3.39,1590.02,28.47,"825,363.12",97.52,"50,623.97",22.98,,25.38,,3.28%,0.99,44.15,11.74%,2.46%,9.28%,,,,
2011.02,1321.12,23.20,79.99,221.31,2011.12,3.58,1629.71,28.62,"847,203.83",98.67,"51,295.74",23.49,,25.93,,3.01%,1.02,43.36,11.66%,2.42%,9.23%,,,,
2011.03,1304.49,23.43,81.31,223.47,2011.21,3.41,1593.66,28.62,"829,701.01",99.33,"51,715.99",22.90,,25.27,,3.36%,1.00,43.69,11.90%,1.95%,9.95%,,,,
2011.04,1331.51,23.73,82.16,224.91,2011.29,3.46,1616.26,28.81,"842,717.99",99.73,"52,001.50",23.14,,25.53,,3.29%,1.03,43.35,12.29%,1.94%,10.36%,,,,
2011.05,1338.31,24.04,83.02,225.96,2011.37,3.17,1616.91,29.04,"844,317.65",100.30,"52,373.84",23.06,,25.42,,3.60%,1.02,44.33,12.27%,1.66%,10.61%,,,,
